doc_id,parg_num,sent_num,token_num,0
0,1,4,5,material
0,1,4,6,science
0,1,4,7,engineering
0,2,0,0,foundation
0,2,0,1,work
0,2,0,2,understand
0,2,0,3,determine
0,2,0,4,variation
0,2,0,5,lattice
0,2,0,6,constants
0,2,0,7,different
0,2,0,8,aspects
0,2,1,0,investigations
0,2,1,1,presented
0,2,1,2,main
0,2,1,3,factors
0,2,1,4,size
0,2,1,5,valance
0,2,1,6,electrochemical
0,2,1,7,differences
0,2,1,8,well
0,2,1,9,relative
0,2,1,10,sizes
0,2,1,11,ions
0,2,1,12,atoms
0,2,1,13,determining
0,2,1,14,lattice
0,2,1,15,spacing
0,2,1,16,binary
0,2,1,17,solutions
0,2,2,0,Vegards
0,2,2,1,law
0,2,2,2,commonly
0,2,2,3,used
0,2,2,4,describe
0,2,2,5,atomic
0,2,2,6,size
0,2,2,7,effect
0,2,2,8,invalidation
0,2,2,9,confirmed
0,2,2,10,main
0,2,2,11,effect
0,2,2,12,valence-electron
0,2,2,13,difference
0,2,3,0,Extensive
0,2,3,1,experiments
0,2,3,2,done
0,2,3,3,determine
0,2,3,4,variation
0,2,3,5,lattice
0,2,3,6,spacing
0,2,3,7,binary
0,2,3,8,dilute
0,2,3,9,ternary
0,2,3,10,alloy
0,2,3,11,systems
0,3,0,0,Recently
0,3,0,1,initiation
0,3,0,2,high
0,3,0,3,entropy
0,3,0,4,alloys
0,3,0,5,HEAs
0,3,0,6,stimulates
0,3,0,7,numerous
0,3,0,8,studies
0,3,0,9,multi-principal
0,3,0,10,component
0,3,0,11,alloys
0,3,1,0,variation
0,3,1,1,lattice
0,3,1,2,constant
0,3,1,3,HEAs
0,3,1,4,important
0,3,1,5,alloy
0,3,1,6,design
0,3,1,7,revealing
0,3,1,8,unique
0,3,1,9,functional
0,3,1,10,mechanical
0,3,1,11,behaviors
0,3,2,0,However
0,3,2,1,improper
0,3,2,2,simply
0,3,2,3,extend
0,3,2,4,variation
0,3,2,5,lattice
0,3,2,6,constants
0,3,2,7,binary
0,3,2,8,alloys
0,3,2,9,HEAs
0,3,3,0,HEAs
0,3,3,1,single-element
0,3,3,2,base
0,3,3,3,interactions
0,3,3,4,different
0,3,3,5,elements
0,3,3,6,lattice
0,3,3,7,make
0,3,3,8,variation
0,3,3,9,lattice
0,3,3,10,constants
0,3,3,11,much
0,3,3,12,complicated
0,3,4,0,limited
0,3,4,1,high
0,3,4,2,resolution
0,3,4,3,data
0,3,4,4,HEAs
0,3,5,0,XRD
0,3,5,1,data
0,3,5,2,numerical
0,3,5,3,literatures
0,3,5,4,needs
0,3,5,5,careful
0,3,5,6,calibrations
0,3,5,7,high
0,3,5,8,precision
0,3,6,0,one
0,3,6,1,hand
0,3,6,2,different
0,3,6,3,processes
0,3,6,4,rolling
0,3,6,5,quenching
0,3,6,6,solid
0,3,6,7,solution
0,3,6,8,treatments
0,3,6,9,may
0,3,6,10,cause
0,3,6,11,significant
0,3,6,12,errors
0,3,7,0,hand
0,3,7,1,low-accuracy
0,3,7,2,XRD
0,3,7,3,data
0,3,7,4,cannot
0,3,7,5,quantitatively
0,3,7,6,reveal
0,3,7,7,lattice
0,3,7,8,constant
0,3,8,0,self-consistent
0,3,8,1,high
0,3,8,2,precision
0,3,8,3,measurement
0,3,8,4,desired
0,3,8,5,reveal
0,3,8,6,variation
0,3,8,7,lattice
0,3,8,8,constants
0,3,9,0,Usually
0,3,9,1,peaks
0,3,9,2,FCC
0,3,9,3,extreme
0,3,9,4,low
0,3,9,5,scanning
0,3,9,6,rate
0,3,9,7,could
0,3,9,8,ensure
0,3,9,9,reproducibility
0,3,9,10,000001
0,3,9,11,lattice
0,3,9,12,constant
0,4,0,0,Besides
0,4,0,1,high
0,4,0,2,precision
0,4,0,3,measurement
0,4,0,4,model
0,4,0,5,variation
0,4,0,6,lattice
0,4,0,7,constant
0,4,0,8,also
0,4,0,9,needs
0,4,0,10,evaluated
0,4,1,0,Traditionally
0,4,1,1,lattice
0,4,1,2,spacing
0,4,1,3,binary
0,4,1,4,alloys
0,4,1,5,described
0,4,1,6,lattice
0,4,1,7,spacing
0,4,1,8,pure
0,4,1,9,metal
0,4,1,10,solvent
0,4,1,11,concentration
0,4,1,12,solute
0,4,2,0,Vegards
0,4,2,1,law
0,4,2,2,dadc
0,4,2,3,lattice
0,4,2,4,spacing
0,4,2,5,pure
0,4,2,6,solute
0,4,3,0,Usually
0,4,3,1,dadc
0,4,3,2,constant
0,4,3,3,finite
0,4,3,4,range
0,4,3,5,small
0,4,3,6,even
0,4,3,7,valence
0,4,3,8,effect
0,4,4,0,development
0,4,4,1,metallic
0,4,4,2,materials
0,4,4,3,problem
0,4,4,4,describe
0,4,4,5,lattice
0,4,4,6,spacing
0,4,4,7,multicomponent
0,4,4,8,system
0,4,4,9,emerged
0,4,5,0,simplicity
0,4,5,1,described
0,4,5,2,concentration
0,4,5,3,ith
0,4,5,4,solute
0,4,5,5,dadc
0,4,5,6,lattice
0,4,5,7,change
0,4,5,8,coefficient
0,4,5,9,corresponding
0,4,5,10,solute
0,4,6,0,dilute
0,4,6,1,solution
0,4,6,2,dadc
0,4,6,3,similar
0,4,6,4,binary
0,4,6,5,alloys
0,4,7,0,However
0,4,7,1,concentrated
0,4,7,2,alloys
0,4,7,3,HEAs
0,4,7,4,interactions
0,4,7,5,solutes
0,4,7,6,make
0,4,7,7,dadc
0,4,7,8,deviates
0,4,7,9,binary
0,4,7,10,alloys
0,4,8,0,HEAs
0,4,8,1,new
0,4,8,2,model
0,4,8,3,required
0,4,8,4,describe
0,4,8,5,variation
0,4,8,6,lattice
0,4,8,7,constants
0,4,8,8,alloying
0,4,8,9,compositions
0,4,9,0,phenomenological
0,4,9,1,model
0,4,9,2,also
0,4,9,3,proposed
0,4,9,4,describe
0,4,9,5,lattice
0,4,9,6,spacing
0,4,9,7,variation
0,4,9,8,alloys
0,4,9,9,atomic
0,4,9,10,fractions
0,4,9,11,components
0,4,9,12,spacing
0,4,9,13,two
0,4,9,14,adjacent
0,4,9,15,atoms
0,4,9,16,components
0,4,10,0,obvious
0,4,10,1,model
0,4,10,2,coefficients
0,4,10,3,so06
0,4,10,4,describe
0,4,10,5,experimental
0,4,10,6,curves
0,4,10,7,within
0,4,10,8,wide
0,4,10,9,range
0,4,10,10,compositions
0,4,11,0,binary
0,4,11,1,alloys
0,4,11,2,two
0,4,11,3,unknown
0,4,11,4,parameters
0,4,11,5,S21
0,4,12,0,multicomponent
0,4,12,1,alloys
0,4,12,2,elements
0,4,12,3,parameters
0,4,13,0,Even
0,4,13,1,though
0,4,13,2,model
0,4,13,3,still
0,4,13,4,consider
0,4,13,5,interaction
0,4,13,6,different
0,4,13,7,solutes
0,4,13,8,instance
0,4,13,9,independent
0,4,13,10,species
0,5,0,0,order
0,5,0,1,describe
0,5,0,2,atomic
0,5,0,3,interactions
0,5,0,4,HEAs
0,5,0,5,one
0,5,0,6,choice
0,5,0,7,add
0,5,0,8,terms
0,5,0,9,aij
0,5,0,10,used
0,5,0,11,describe
0,5,0,12,interaction
0,5,0,13,elements
0,5,1,0,method
0,5,1,1,basically
0,5,1,2,extension
0,5,1,3,single-based
0,5,1,4,alloys
0,5,1,5,still
0,5,1,6,many
0,5,1,7,parameters
0,5,1,8,multicomponent
0,5,1,9,alloys
0,5,2,0,HEAs
0,5,2,1,basic
0,5,2,2,concept
0,5,2,3,solid
0,5,2,4,solution
0,5,2,5,multicomponent
0,5,2,6,elements
0,5,2,7,single
0,5,2,8,element
0,5,3,0,Accordingly
0,5,3,1,propose
0,5,3,2,choosing
0,5,3,3,multicomponent
0,5,3,4,reference
0,5,3,5,reveal
0,5,3,6,interactions
0,5,3,7,different
0,5,3,8,alloying
0,5,3,9,elements
0,5,4,0,Based
0,5,4,1,lattice
0,5,4,2,parameter
0,5,4,3,HEAs
0,5,4,4,described
0,5,4,5,lattice
0,5,4,6,parameter
0,5,4,7,reference
0,5,4,8,HEA
0,5,4,9,derivation
0,5,4,10,initial
0,5,4,11,composition
0,5,5,0,Sicne
0,5,5,1,HEAs
0,5,5,2,located
0,5,5,3,central
0,5,5,4,region
0,5,5,5,phase
0,5,5,6,diagram
0,5,5,7,differential
0,5,5,8,dadc
0,5,5,9,assumed
0,5,5,10,constant
0,5,5,11,finite
0,5,5,12,range
0,5,6,0,physical
0,5,6,1,meaning
0,5,6,2,model
0,5,6,3,lattice
0,5,6,4,spacing
0,5,6,5,changes
0,5,6,6,one
0,5,6,7,ith
0,5,6,8,element
0,5,6,9,substitute
0,5,6,10,nth
0,5,6,11,elements
0,5,7,0,Although
0,5,8,0,similar
0,5,8,1,form
0,5,8,2,different
0,5,8,3,references
0,5,8,4,generate
0,5,8,5,different
0,5,8,6,physical
0,5,8,7,meanings
0,5,9,0,Moreover
0,5,9,1,interactions
0,5,9,2,different
0,5,9,3,elements
0,5,9,4,could
0,5,9,5,revealed
0,5,9,6,due
0,5,9,7,elements
0,5,9,8,affect
0,5,9,9,variation
0,5,9,10,lattice
0,5,9,11,spacing
0,5,9,12,change
0,5,9,13,element
0,5,10,0,Accordingly
0,5,10,1,local
0,5,10,2,range
0,5,10,3,concentrated
0,5,10,4,alloy
0,5,10,5,composition
0,5,10,6,different
0,5,10,7,binary
0,5,10,8,alloys
0,5,11,0,Additional
0,5,11,1,advantage
0,5,11,2,fewer
0,5,11,3,unknown
0,5,11,4,coefficients
0,5,11,5,compared
0,6,0,0,order
0,6,0,1,confirm
0,6,0,2,validity
0,6,0,3,efficiency
0,6,0,4,proposed
0,6,0,5,model
0,6,0,6,quantitative
0,6,0,7,experiments
0,6,0,8,designed
0,6,0,9,find
0,6,0,10,useful
0,6,0,11,coefficients
0,6,0,12,future
0,6,0,13,applications
0,6,1,0,equiatomic
0,6,1,1,CoCrFeNi
0,6,1,2,alloy
0,6,1,3,one
0,6,1,4,popular
0,6,1,5,systems
0,6,1,6,among
0,6,1,7,HEAs
0,6,2,0,Fourteen
0,6,2,1,alloys
0,6,2,2,different
0,6,2,3,variations
0,6,2,4,element
0,6,2,5,designed
0,6,2,6,investigate
0,6,2,7,change
0,6,2,8,lattice
0,6,2,9,spacing
0,6,2,10,CoCrFeNi
0,6,2,11,system
0,6,3,0,alloys
0,6,3,1,preparation
0,6,3,2,detected
0,6,3,3,compositions
0,6,3,4,listed
0,6,4,0,as-cast
0,6,4,1,samples
0,6,4,2,cold-rolled
0,6,4,3,recrystallized
0,6,4,4,1200
0,6,4,5,min
0,6,4,6,water
0,6,4,7,quenched
0,6,4,8,room
0,6,4,9,temperature
0,6,4,10,lattice
0,6,4,11,parameter
0,6,4,12,measurements
0,6,5,0,crystal
0,6,5,1,structures
0,6,5,2,identified
0,6,5,3,X-ray
0,6,5,4,diffractometer
0,6,5,5,XRD
0,6,5,6,Shimadzu
0,6,5,7,MAXima
0,6,5,8,XRD-7000
0,6,5,9,using
0,6,5,10,radiation
0,6,5,11,scanning
0,6,5,12,rate
0,6,5,13,min
0,7,1,0,shows
0,7,1,1,XRD
0,7,1,2,results
0,7,2,0,alloys
0,7,2,1,confirmed
0,7,2,2,FCC
0,7,2,3,single
0,7,2,4,solid
0,7,2,5,solutions
0,7,3,0,obvious
0,7,3,1,shift
0,7,3,2,peaks
0,7,3,3,reveals
0,7,3,4,variation
0,7,3,5,lattice
0,7,3,6,spacing
0,7,3,7,different
0,7,3,8,alloys
0,7,4,0,lattice
0,7,4,1,parameters
0,7,4,2,alloys
0,7,4,3,accurately
0,7,4,4,determined
0,7,4,5,using
0,7,4,6,peaks
0,7,5,0,higher
0,7,5,1,precision
0,7,5,2,measurement
0,7,5,3,scan
0,7,5,4,sample
0,7,5,5,925
0,7,5,6,scan
0,7,5,7,rate
0,7,5,8,009min
0,7,6,0,increasing
0,7,6,1,step
0,7,6,2,angle
0,7,6,3,0001
0,7,6,4,precision
0,7,6,5,protractor
0,7,6,6,X-ray
0,7,6,7,diffractometer
0,7,6,8,00001
0,7,7,0,determination
0,7,7,1,peaks
0,7,7,2,fitting
0,7,7,3,peak
0,7,7,4,shows
0,7,7,5,error
0,7,7,6,620
0,7,7,7,00005
0,7,7,8,shown
0,7,9,0,Combining
0,7,9,1,errors
0,7,9,2,fitting
0,7,9,3,increasing
0,7,9,4,step
0,7,9,5,angle
0,7,9,6,measurement
0,7,9,7,error
0,7,9,8,smaller
0,7,9,9,0001
0,7,10,0,lattice
0,7,10,1,constant
0,7,10,2,calculated
0,7,10,3,0104056
0,7,10,4,X-radiation
0,7,10,5,wavelengths
0,7,10,6,Kay
0,7,10,7,around
0,7,10,8,4556
0,7,10,9,Bragg
0,7,10,10,angle
0,7,10,11,peaks
0,7,11,0,error
0,7,11,1,estimation
0,7,11,2,lattice
0,7,11,3,constant
0,7,11,4,peaks
0,7,11,5,consistent
0,7,11,6,high
0,7,11,7,precision
0,7,11,8,lattice
0,7,11,9,spacing
0,7,11,10,measurement
0,7,11,11,calculated
0,7,11,12,lattice
0,7,11,13,constants
0,7,11,14,shown
0,7,12,0,listed
0,7,13,0,high
0,7,13,1,precision
0,7,13,2,measurement
0,7,13,3,distinguish
0,7,13,4,variation
0,7,13,5,lattice
0,7,13,6,constants
0,7,13,7,caused
0,7,13,8,small
0,7,13,9,change
0,7,13,10,alloying
0,7,13,11,composition
0,7,14,0,error
0,7,14,1,lattice
0,7,14,2,constant
0,7,14,3,measurement
0,7,14,4,small
0,8,0,0,quaternary
0,8,0,1,alloys
0,8,0,2,gives
0,8,0,3,dadc
0,8,1,0,choosing
0,8,1,1,equiatomic
0,8,1,2,alloy
0,8,1,3,reference
0,8,1,4,data
0,8,1,5,give
0,8,1,6,coefficients
0,8,1,7,regression
0,8,1,8,analysis
0,8,1,9,linear
0,8,1,10,least
0,8,1,11,square
0,8,1,12,method
0,8,1,13,real
0,8,1,14,alloy
0,8,1,15,compositions
0,8,1,16,detected
0,8,1,17,EDS
0,8,1,18,SEM
0,8,1,19,used
0,8,2,0,results
0,8,2,1,show
0,8,2,2,018304
0,8,2,3,10-4
0,8,2,4,nmat
0,8,2,5,106905
0,8,2,6,107-4
0,8,2,7,nmat
0,8,2,8,054192
0,8,2,9,10-4
0,8,2,10,nmat
0,8,2,11,correlation
0,8,2,12,coefficient
0,8,2,13,09411
0,8,3,0,lattice
0,8,3,1,parameters
0,8,3,2,predicted
0,8,3,3,regression
0,8,3,4,coefficients
0,8,3,5,also
0,8,3,6,shown
0,8,5,0,predictions
0,8,5,1,strongly
0,8,5,2,correlated
0,8,5,3,experimental
0,8,5,4,measurements
0,8,6,0,maximum
0,8,6,1,difference
0,8,6,2,00003
0,8,7,0,ab-initial
0,8,7,1,method
0,8,7,2,used
0,8,7,3,calculate
0,8,7,4,variation
0,8,7,5,lattice
0,8,7,6,constants
0,8,7,7,change
0,8,7,8,alloying
0,8,7,9,compositions
0,8,8,0,firstprinciples
0,8,8,1,calculations
0,8,8,2,performed
0,8,8,3,using
0,8,8,4,Vienna
0,8,8,5,initio
0,8,8,6,Simulation
0,8,8,7,VASP
0,8,8,8,Package
0,8,9,0,Projector
0,8,9,1,augmented
0,8,9,2,wave
0,8,9,3,PAW
0,8,9,4,potential
0,8,9,5,used
0,8,9,6,describe
0,8,9,7,electron-ion
0,8,9,8,interactions
0,8,9,9,generalized
0,8,9,10,gradient
0,8,9,11,approximation
0,8,9,12,GGA
0,8,9,13,applied
0,8,9,14,describe
0,8,9,15,electronic
0,8,9,16,exchange
0,8,9,17,correlation
0,8,10,0,composition
0,8,10,1,supercells
0,8,10,2,fcc
0,8,10,3,unit
0,8,10,4,cells
0,8,10,5,applied
0,8,10,6,atoms
0,8,10,7,randomly
0,8,10,8,distributed
0,8,10,9,across
0,8,10,10,lattice
0,8,10,11,sites
0,8,11,0,energy
0,8,11,1,cutoff
0,8,11,2,plane-wave
0,8,11,3,basis
0,8,11,4,set
0,8,11,5,set
0,8,11,6,500
0,8,11,7,reciprocal
0,8,11,8,space
0,8,11,9,sampled
0,8,11,10,using
0,8,11,11,Monkhorst-Pack
0,8,11,12,grids
0,8,12,0,calculations
0,8,12,1,performed
0,8,12,2,spin-polarization
0,8,13,0,Equilibrium
0,8,13,1,cell
0,8,13,2,volumes
0,8,13,3,internal
0,8,13,4,atomic
0,8,13,5,positions
0,8,13,6,supercells
0,8,13,7,fully
0,8,13,8,relaxed
0,8,13,9,convergence
0,8,13,10,total
0,8,13,11,energy
0,8,13,12,tolerance
0,8,14,0,initio
0,8,14,1,calculated
0,8,14,2,results
0,8,14,3,shown
0,8,16,0,calculated
0,8,16,1,lattice
0,8,16,2,parameter
0,8,16,3,fixed
0,8,16,4,smaller
0,8,16,5,measured
0,8,16,6,data
0,8,16,7,ambient
0,8,16,8,temperature
0,8,17,0,However
0,8,17,1,change
0,8,17,2,lattice
0,8,17,3,constant
0,8,17,4,compositions
0,8,17,5,trend
0,8,18,0,use
0,8,18,1,predict
0,8,18,2,variation
0,8,18,3,lattice
0,8,18,4,constants
0,8,18,5,regression
0,8,18,6,coefficients
0,8,18,7,experiment
0,8,18,8,data
0,8,19,0,predictions
0,8,19,1,close
0,8,19,2,initial
0,8,19,3,calculation
0,8,19,4,results
0,8,20,0,noted
0,8,20,1,coefficients
0,8,20,2,may
0,8,20,3,varied
0,8,20,4,temperatures
0,8,20,5,due
0,8,20,6,different
0,8,20,7,thermal
0,8,20,8,expansion
0,8,20,9,coefficients
0,8,21,0,use
0,8,21,1,coefficients
0,8,21,2,ambient
0,8,21,3,temperature
0,8,21,4,predict
0,8,21,5,variation
0,8,21,6,lattice
0,8,21,7,constants
0,8,21,8,comparison
0,8,21,9,initial
0,8,21,10,calculation
0,8,21,11,results
0,9,0,0,variation
0,9,0,1,lattice
0,9,0,2,constants
0,9,0,3,experiments
0,9,0,4,initial
0,9,0,5,calculations
0,9,0,6,indicates
0,9,0,7,minor
0,9,0,8,effect
0,9,0,9,lattice
0,9,0,10,spacing
0,9,0,11,concentrated
0,9,0,12,CoCrFeNi
0,9,0,13,alloys
0,9,0,14,substituting
0,9,1,0,significantly
0,9,1,1,increase
0,9,1,2,lattice
0,9,1,3,spacing
0,9,1,4,substituting
0,9,1,5,best
0,9,1,6,one
0,9,1,7,increase
0,9,1,8,lattice
0,9,1,9,parameter
0,9,2,0,Previously
0,9,2,1,lattice
0,9,2,2,distortion
0,9,2,3,HEAs
0,9,2,4,discussed
0,9,2,5,considering
0,9,2,6,atomic
0,9,2,7,size
0,9,2,8,effects
0,9,3,0,Apparently
0,9,3,1,largest
0,9,3,2,radius
0,9,3,3,four
0,9,3,4,elements
0,9,3,5,based
0,9,3,6,previous
0,9,3,7,reported
0,9,3,8,data
0,9,4,0,However
0,9,4,1,smallest
0,9,4,2,impact
0,9,4,3,lattice
0,9,4,4,constant
0,9,4,5,concentrated
0,9,4,6,alloys
0,9,4,7,even
0,9,4,8,decreases
0,9,4,9,lattice
0,9,4,10,constant
0,9,5,0,derivation
0,9,5,1,hard
0,9,5,2,sphere
0,9,5,3,packing
0,9,5,4,may
0,9,5,5,come
0,9,5,6,chemical
0,9,5,7,interaction
0,9,5,8,different
0,9,5,9,elements
0,10,0,0,HEAs
0,10,0,1,interactions
0,10,0,2,different
0,10,0,3,elements
0,10,0,4,variation
0,10,0,5,lattice
0,10,0,6,constants
0,10,0,7,HEAs
0,10,0,8,different
0,10,0,9,binary
0,10,0,10,alloys
0,10,2,0,shows
0,10,2,1,difference
0,10,2,2,coefficients
0,10,2,3,binary
0,10,2,4,alloys
0,10,2,5,HEAs
0,10,3,0,Ni-Co
0,10,3,1,Ni-Cr
0,10,3,2,Ni-Fe
0,10,3,3,binary
0,10,3,4,alloys
0,10,3,5,dadc
0,10,3,6,017
0,10,3,7,104
0,10,3,8,107
0,10,3,9,104
0,10,3,10,129
0,10,3,11,nmat
0,10,3,12,respectively
0,10,4,0,HEAS
0,10,4,1,Qico
0,10,4,2,018304
0,10,4,3,104
0,10,4,4,106905
0,10,4,5,104
0,10,4,6,Ore
0,10,4,7,054192
0,10,4,8,nmat
0,10,5,0,differences
0,10,5,1,element
0,10,5,2,interactions
0,10,5,3,concentrated
0,10,5,4,alloys
0,10,6,0,lattice
0,10,6,1,parameter
0,10,6,2,CoCrFeNi
0,10,6,3,larger
0,10,6,4,pure
0,10,6,5,smaller
0,10,6,6,calculation
0,10,6,7,binary
0,10,6,8,effect
0,10,7,0,means
0,10,7,1,extra
0,10,7,2,interactions
0,10,7,3,four
0,10,7,4,elements
0,10,7,5,concentrated
0,10,7,6,alloys
0,10,7,7,compared
0,10,7,8,Nibased
0,10,7,9,binary
0,10,7,10,alloys
0,10,8,0,adding
0,10,8,1,substitution
0,10,8,2,HEAs
0,10,8,3,NiCo
0,10,8,4,NiFe
0,10,8,5,bonds
0,10,8,6,substituted
0,10,8,7,CrCo
0,10,8,8,CrFe
0,10,8,9,bonds
0,10,9,0,binary
0,10,9,1,alloys
0,10,9,2,increase
0,10,9,3,CrNi
0,10,9,4,bond
0,10,9,5,contributes
0,10,9,6,lattice
0,10,9,7,dilation
0,10,9,8,HEAs
0,10,9,9,contributions
0,10,9,10,CrCo
0,10,9,11,CrFe
0,10,9,12,bonds
0,10,10,0,Therefore
0,10,10,1,similar
0,10,10,2,effect
0,10,10,3,CoCrFeNi
0,10,10,4,Nibased
0,10,10,5,binary
0,10,10,6,alloys
0,10,10,7,indicates
0,10,10,8,means
0,10,10,9,atomic
0,10,10,10,bond
0,10,10,11,elements
0,10,11,0,elements
0,10,11,1,mainly
0,10,11,2,difference
0,10,11,3,HEAs
0,10,11,4,Ni-based
0,10,11,5,binary
0,10,11,6,alloys
0,10,11,7,Therefore
0,10,11,8,increases
0,10,11,9,CoCrFeNi
0,10,11,10,cause
0,10,11,11,smaller
0,10,11,12,effect
0,10,11,13,expansion
0,10,11,14,lattice
0,10,11,15,constants
0,10,11,16,Ni-based
0,10,11,17,binary
0,10,11,18,alloys
0,10,12,0,effects
0,10,12,1,CoCo
0,10,12,2,FeFe
0,10,12,3,CrCr
0,10,12,4,bonds
0,10,12,5,HEAs
0,10,12,6,lattice
0,10,12,7,constant
0,10,12,8,hidden
0,10,12,9,coefficient
0,10,12,10,dadc
0,10,12,11,reveal
0,10,12,12,atomic
0,10,12,13,bonds
0,10,12,14,stronger
0,10,13,0,results
0,10,13,1,indicate
0,10,13,2,related
0,10,13,3,short
0,10,13,4,chemical
0,10,13,5,range
0,10,13,6,order
0,10,13,7,may
0,10,13,8,exist
0,10,13,9,CoCrFeNi
0,10,13,10,alloys
0,10,13,11,lower
0,10,13,12,temperature
0,10,14,0,related
0,10,14,1,short
0,10,14,2,chemical
0,10,14,3,range
0,10,14,4,order
0,10,14,5,predicted
0,10,14,6,CoCrNi
0,10,14,7,simulations
0,11,0,0,Moreover
0,11,0,1,quantitative
0,11,0,2,information
0,11,0,3,lattice
0,11,0,4,parameter
0,11,0,5,important
0,11,0,6,factor
0,11,0,7,alloy
0,11,0,8,design
0,11,1,0,Firstly
0,11,1,1,variation
0,11,1,2,lattice
0,11,1,3,parameters
0,11,1,4,solid
0,11,1,5,solutions
0,11,1,6,corresponds
0,11,1,7,solid
0,11,1,8,solution
0,11,1,9,hardening
0,11,1,10,determined
0,11,1,11,lattice
0,11,1,12,distortion
0,11,2,0,results
0,11,2,1,presented
0,11,2,2,show
0,11,2,3,strongest
0,11,2,4,lattice
0,11,2,5,distortion
0,11,2,6,effect
0,11,2,7,consistent
0,11,2,8,previous
0,11,2,9,experiment
0,11,2,10,results
0,11,3,0,Secondly
0,11,3,1,precipitation
0,11,3,2,hardening
0,11,3,3,HEAs
0,11,3,4,prosperous
0,11,3,5,recently
0,11,3,6,lattice
0,11,3,7,misfit
0,11,3,8,important
0,11,3,9,factor
0,11,3,10,strengthening
0,11,3,11,coarsening
0,11,4,0,one
0,11,4,1,core
0,11,4,2,issues
0,11,4,3,adjust
0,11,4,4,lattice
0,11,4,5,misfit
0,11,4,6,design
0,11,4,7,advanced
0,11,4,8,high
0,11,4,9,performance
0,11,4,10,precipitation-hardening
0,11,4,11,HEAs
0,11,5,0,prediction
0,11,5,1,lattice
0,11,5,2,parameters
0,11,5,3,solid
0,11,5,4,solution
0,11,5,5,matrix
0,11,5,6,obtained
0,11,5,7,helpful
0,11,5,8,designing
0,11,5,9,high
0,11,5,10,performance
0,11,5,11,HEAs
0,12,0,0,conclusion
0,12,0,1,proposed
0,12,0,2,model
0,12,0,3,describe
0,12,0,4,variation
0,12,0,5,lattice
0,12,0,6,constants
0,12,0,7,constitution
0,12,0,8,alloying
0,12,0,9,elements
0,12,0,10,HEAs
0,12,1,0,Quantitative
0,12,1,1,measurement
0,12,1,2,lattice
0,12,1,3,constant
0,12,1,4,fourteen
0,12,1,5,CoCrFeNi
0,12,1,6,based
0,12,1,7,alloys
0,12,1,8,confirms
0,12,1,9,model
0,12,1,10,lattice
0,12,1,11,variation
0,12,2,0,change
0,12,2,1,lattice
0,12,2,2,constants
0,12,2,3,CoCrFeNi
